;Africa Eme.;Africa Front.;Asia Des.;Asia Eme.;Asia Front.;Chile;Europa Des.;Europa Eme.;Europa Front.;Latam Eme.;Latam Front.;M. Oriente Eme.;M. Oriente Front.;N/A;Norteamerica;OceanÃ­a;apac_(ex_japan)_fi;australia_&_new_zealand;azerbaijan;cash/equiv;cash_&_forwards;emerging_market_fi;europe_eq;europe_fi;faroe_islands;honduras;mexice;middle_east_&_africa;north_america_fi;otros;peopleã¢â¬â¢s_republic_of_china;technology;tãâ¼rkiye;uzbekistan;world
LP68036940;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68037570;0,0;0,0;23,01;53,83;0,0;0,0;0,0;0,0;0,0;9,54;0,0;1,63;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,99;0,0;0,0;0,0;0,0;0,0
LP68037572;0,0;0,0;23,01;53,83;0,0;0,0;0,0;0,0;0,0;9,54;0,0;1,63;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,99;0,0;0,0;0,0;0,0;0,0
LP68037577;0,0;0,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,99;0,0;0,0;0,0;0,0;0,0
LP68038340;0,0;0,0;99,98;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP68038341;0,0;0,0;99,98;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP68040091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;83,4317;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5683;0,0;0,0;0,0;0,0;0,0
LP68040136;0,13;0,0;0,0;0,0;0,0;0,0;0,6199999999999999;0,0;0,0;0,28;0,0;0,0;0,0;0,0;1,97;0,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,53;0,0;0,0;0,0;0,0;0,0
LP68041034;0,0;0,0;29,49;65,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0
LP68041035;0,0;0,0;0,0;0,0;0,0;0,0;31,740000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;50,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,35;0,0;0,0;0,0;0,0;0,0
LP68041575;2,8;0,0;0,0;10,5;0,0;3,9;0,0;6,9;0,0;9,3;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;61,7;0,0;0,0;0,0;0,0;0,0
LP68041576;0,0;0,0;0,0;0,0;0,0;0,0;94,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,22;0,0;0,0;0,0;0,0;0,0
LP68041577;0,0;0,0;1,4;0,0;0,0;0,0;48,959999999999994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,7;0,0;0,0;0,0;0,0;0,0
LP68041579;0,0;0,0;9,11;4,11;0,0;0,0;25,52;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,67;0,0;0,0;0,0;0,0;0,0
LP68041583;0,0;0,0;0,0;0,0;0,0;0,0;9,899999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,599999999999994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,5;0,0;0,0;0,0;0,0;0,0
LP68041588;0,0;0,0;0,0;6,3;0,0;0,0;19,39;0,0;0,0;0,0;0,0;0,0;0,0;0,0;74,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP68041590;0,0;0,0;0,0;0,0;0,0;0,0;10,5679;0,0;0,0;0,0;0,0;0,0;0,0;0,0;89,4321;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68041700;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;99,99;0,0;0,0;0,0;0,0;0,0
LP68041778;6,6;0,0;0,0;6,5;0,0;0,0;0,0;3,1;0,0;21,200000000000003;2,7;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,7;0,0;0,0;0,0;0,0;0,0
LP68042217;0,0;0,0;12,17;10,58;0,0;0,0;25,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,25;0,0;0,0;0,0;0,0;0,0
LP68042302;0,0;0,0;0,35;1,04;0,0;0,0;3,09;0,0;0,0;0,0;0,24;0,0;0,0;0,0;90,91999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,36;0,0;0,0;0,0;0,0;0,0
LP68042304;23,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;69,0;0,0;0,0;0,0;0,0;0,0
LP68042305;0,0;0,0;0,5581;0,6257;0,0;0,0;4,2195;0,0;0,0;0,0;0,0;0,0;0,0;0,0;88,8889;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,7078;0,0;0,0;0,0;0,0;0,0
LP68042306;0,0;0,0;7,78;64,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,31;0,0;0,0;0,0;0,0;0,0
LP68042312;0,0;0,0;0,0;21,07;0,0;0,0;0,0;0,0;0,0;11,11;0,0;0,0;0,0;0,0;-0,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,96;0,0;0,0;0,0;0,0;0,0
LP68042316;7,29;0,0;0,0;16,439999999999998;0,0;0,0;4,57;0,0;0,0;10,53;0,0;0,0;0,0;0,0;2,72;10,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;48,279999999999994;0,0;0,0;0,0;0,0;0,0
LP68042317;0,0;0,0;1,2243;0,0;0,0;0,0;2,2749;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,8605;0,8792;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,7611;0,0;0,0;0,0;0,0;0,0
LP68042336;0,0;0,0;54,49999999999999;34,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0
LP68042610;0,0;0,0;23,01;53,83;0,0;0,0;0,0;0,0;0,0;9,54;0,0;1,63;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,99;0,0;0,0;0,0;0,0;0,0
LP68043759;0,0;0,0;0,0;0,0;0,0;8,9;0,0;0,0;0,0;77,0;6,199999999999999;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0
LP68043762;0,0;0,0;0,0;0,0;0,0;8,9;0,0;0,0;0,0;77,0;6,199999999999999;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0
LP68043763;0,0;0,0;0,0;0,0;0,0;8,3;0,74;0,0;0,0;90,36000000000001;0,0;0,0;0,0;0,0;0,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP68043764;0,0;0,0;0,0;0,0;0,0;8,3;0,74;0,0;0,0;90,36000000000001;0,0;0,0;0,0;0,0;0,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP68043766;0,0;0,0;0,0;0,0;0,0;8,3;0,74;0,0;0,0;90,36000000000001;0,0;0,0;0,0;0,0;0,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP68043877;0,0;0,0;0,73;0,0;0,0;0,0;7,74;1,07;0,0;0,0;0,0;0,0;0,0;0,0;90,41000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0
LP68044327;0,0;0,0;14,9;0,0;0,0;0,0;23,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,8;0,0;0,0;0,0;0,0;0,0
LP68045250;0,0;0,0;4,78;2,79;0,0;0,0;51,540000000000006;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,04;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,65;0,0;0,0;0,0;0,0;0,0
LP68045447;0,0;0,0;2,47;0,0;0,0;0,0;24,040000000000003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;70,86;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,13;0,0;0,0;0,0;0,0;0,0
LP68045575;0,0;0,0;0,0;0,0;0,0;0,0;44,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,39;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,449999999999996;0,0;0,0;0,0;0,0;0,0
LP68045856;6,6;0,0;0,0;6,5;0,0;0,0;0,0;3,1;0,0;21,200000000000003;2,7;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,7;0,0;0,0;0,0;0,0;0,0
LP68046559;0,0;0,0;0,0;0,0;0,0;0,0;98,63000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,37;0,0;0,0;0,0;0,0;0,0
LP68046670;0,0;0,0;2,9251;0,0;0,0;0,0;2,8954;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,8424;0,3371;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68047817;0,0;0,0;0,0;0,0;0,0;0,0;63,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,07;0,0;0,0;0,0;0,0;0,0
LP68048384;0,0;0,0;5,0;0,0;0,0;0,0;34,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,7;3,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,8;0,0;0,0;0,0;0,0;0,0
LP68048835;0,0;0,0;0,0;0,0;0,0;0,0;45,199999999999996;2,1;0,0;0,0;0,0;0,0;0,0;0,0;37,2;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,6;0,0;0,0;0,0;0,0;0,0
LP68048868;11,1955;7,8069;0,0;4,5182;0,0;0,0;0,0;40,134;0,0;0,0;2,549;4,4582;0,0;0,0;25,1299;0,0;0,0;0,0;4,2083;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68049117;0,0;0,0;0,0;0,0;0,0;0,0;9,55;0,0;0,0;0,0;0,0;0,0;0,0;0,0;86,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,61;0,0;0,0;0,0;0,0;0,0
LP68049118;0,0;0,0;0,09;0,0;0,0;0,0;2,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;97,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68049880;0,0;0,0;27,01;55,050000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,35;10,96;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,63;0,0;0,0;0,0;0,0;0,0
LP68051000;0,0;0,0;0,0;0,0;0,0;0,0;9,55;0,0;0,0;0,0;0,0;0,0;0,0;0,0;86,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,61;0,0;0,0;0,0;0,0;0,0
LP68051503;0,13;0,0;0,0;0,0;0,0;0,0;0,6199999999999999;0,0;0,0;0,28;0,0;0,0;0,0;0,0;1,97;0,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,53;0,0;0,0;0,0;0,0;0,0
LP68051778;0,0;0,0;0,0;0,0;0,0;0,0;19,7;1,5;0,0;3,0;0,0;0,0;0,0;0,0;63,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,0;0,0;0,0;0,0;0,0
LP68052221;0,0;0,0;5,82;0,0;0,0;0,0;22,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;63,489999999999995;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,48;0,0;0,0;0,0;0,0;0,0
LP68054481;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;69,78;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,52;0,0;0,0;0,0;0,0;0,0
LP68055433;0,0;0,0;0,0;0,0;0,0;0,0;9,629999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;81,72;1,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9399999999999995;0,0;0,0;0,0;0,0;0,0
LP68055839;0,0;3,1;0,0;17,7;4,5;5,6;0,0;0,0;0,0;24,2;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,8;0,0;0,0;0,0;0,0;0,0
LP68057394;0,0;0,0;0,0;0,0;0,0;2,02;28,439999999999998;0,0;0,0;3,14;0,0;0,0;0,0;0,0;31,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,82;0,0;0,0;0,0;0,0;0,0
LP68057817;0,0;0,0;0,0;3,25;0,0;67,02;2,58;0,0;0,0;1,98;0,0;0,0;0,0;0,0;16,55;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,62;0,0;0,0;0,0;0,0;0,0
LP68058798;0,0;0,0;22,08;66,6;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0
LP68060793;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100,0
LP68060810;0,0;0,0;0,0;0,0;0,0;0,0;27,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,5;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;0,0;0,0;0,0;0,0
LP68061300;0,22;0,0;1,92;0,16;0,0;0,0;0,88;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,25;0,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,83;0,0;0,0;0,0;0,0;0,0
LP68061341;0,0;0,0;0,0;0,0;0,0;0,0;27,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,5;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;0,0;0,0;0,0;0,0
LP68061533;0,0;0,0;1,9;3,6;0,0;0,0;33,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,4;0,0;0,0;0,0;0,0;0,0
LP68061763;0,0;0,0;0,0;0,0;0,0;0,0;95,28999999999999;2,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,62;0,0;0,0;0,0;0,0;0,0
LP68061767;0,0;0,0;0,0;0,0;0,0;0,0;95,28999999999999;2,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,62;0,0;0,0;0,0;0,0;0,0
LP68061769;0,0;0,0;0,0;0,0;0,0;0,0;95,28999999999999;2,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,62;0,0;0,0;0,0;0,0;0,0
LP68062330;0,0;0,0;0,0;1,8387;0,0;0,0;5,3662;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92,79509999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68062784;0,0;0,0;0,2;0,0;0,0;0,0;2,9000000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0
LP68063118;0,0;0,0;22,08;66,6;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0
LP68063340;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;95,1986;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8014;0,0;0,0;0,0;0,0;0,0
LP68063579;0,0;3,1;0,0;17,7;4,5;5,6;0,0;0,0;0,0;24,2;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,8;0,0;0,0;0,0;0,0;0,0
LP68064227;0,0;0,0;27,25;69,57000000000001;0,0;0,0;1,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,51;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0
LP68064474;0,0;0,0;43,96;52,29;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,52;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,33;0,0;0,0;0,0;0,0;0,0
LP68064551;0,0;0,0;0,1496;1,2549;0,0;0,0;4,5292;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,97489999999999;0,0914;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68065070;9,3;0,0;0,0;44,2;0,0;0,0;0,0;0,0;0,0;24,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,5;0,0;0,0;0,0;0,0;0,0
LP68065115;0,13;0,0;0,0;0,0;0,0;0,0;0,6199999999999999;0,0;0,0;0,28;0,0;0,0;0,0;0,0;1,97;0,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,53;0,0;0,0;0,0;0,0;0,0
LP68067710;4,0;0,0;3,6;3,9;0,0;0,0;33,0;7,3;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,2;0,0;0,0;0,0;0,0;0,0
LP68068839;0,0;0,0;0,0;0,0;0,0;0,0;7,4393;3,2297;0,0;0,0;0,0;0,0;0,0;0,0;86,2313;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0997;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68073879;0,0;0,0;0,0;0,0;0,0;0,0;20,8766;0,0;0,0;0,0;0,0;0,0;0,0;0,0;77,15650000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9669;0,0;0,0;0,0;0,0;0,0
LP68074198;0,0;0,0;6,8;2,4;0,0;0,0;18,060000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,05;1,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,21;0,0;0,0;0,0;0,0;0,0
LP68074329;0,0;0,0;0,0;0,0;0,0;8,9;0,0;0,0;0,0;77,0;6,199999999999999;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0
LP68074723;0,0;0,0;0,0;0,0;0,0;0,0;17,3653;0,0;0,0;0,0;0,0;0,0;0,0;0,0;82,6347;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68074724;0,0;0,0;0,0;0,0;0,0;0,0;17,3653;0,0;0,0;0,0;0,0;0,0;0,0;0,0;82,6347;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68076128;0,0;0,0;0,0;0,0;0,0;0,0;13,299999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;83,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,27;0,0;0,0;0,0;0,0;0,0
LP68076913;0,0;0,0;0,0;9,08;0,0;0,0;19,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,01;0,0;0,0;0,0;0,0;0,0
LP68077928;0,0;0,0;0,0;0,0;0,0;0,0;53,330000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,06;3,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,2;0,0;0,0;0,0;0,0;0,0
LP68077935;0,0;0,0;2,32;0,0;0,0;0,0;27,540000000000003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;50,69;9,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,79;0,0;0,0;0,0;0,0;0,0
LP68077944;0,0;0,0;0,0;0,0;0,0;0,0;7,4393;3,2297;0,0;0,0;0,0;0,0;0,0;0,0;86,2313;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0997;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68077962;0,0;0,0;4,1;11,3;0,0;7,7;0,0;5,800000000000001;0,0;21,6;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,0;0,0;0,0;0,0;0,0;0,0
LP68079310;0,0;0,0;1,78;1,4;0,0;0,0;7,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;89,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68079316;0,0;0,0;0,0;0,0;0,0;0,0;11,799999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,78;0,0;0,0;0,0;0,0;0,0
